PMID	PubDate	Species
39059718	2024 Dec	Rat
39057748	2024 Jul 26	Rat
39054713	2024 Jul	Rat
39041921	2024 Sep	Rat
39040490	2024 Jul	Rat
39038323	2024 Jul 19	Rat
39037882	2024 Dec	Rat
39037353	2024 Aug 20	Rat
39029227	2024 Sep 30	Rat
39013222	2024 Aug	Rat
39010104	2024 Jul 15	Rat
39000568	2024 Jul 7	Rat
38999769	2024 Jun 26	Rat
38997785	2024 Jul 12	Rat
38997070	2024 Sep	Rat
38996984	2024 Oct	Rat
38992995	2024 Nov	Rat
38990042	2024 Jul 11	Rat
38982914	2024 Jul 8	Rat
38981403	2024 Oct 15	Rat
38979128	2024 Aug	Rat
38974667	2024	Rat
38973989	2024 Oct	Rat
38971448	2024 Aug	Rat
38971106	2024 Sep 10	Rat
38965674	2024 Nov	Rat
38964626	2024 Nov 15	Rat
38955308	2024 Nov 15	Rat
38953964	2024 Sep	Rat
38953843	2024 Jul 2	Rat
38952995	2024	Rat
38950695	2024 Nov	Rat
38946809	2024 Jul	Rat
38945463	2024 Aug 15	Rat
38943867	2024 May	Rat
38935462	2024 Jul 10	Rat
38931240	2024 Jun 14	Rat
38928434	2024 Jun 19	Rat
38923690	2024 Nov	Rat
38913985	2024 Aug 16	Rat
38908346	2024 Sep 24	Rat
38908089	2024 Aug 20	Rat
38904872	2025 Feb	Rat
38904008	2024	Rat
38892229	2024 May 30	Rat
38880910	2024 Jun 16	Rat
38879481	2024 Jun 15	Rat
38877424	2024 Jun 14	Rat
38875997	2024 Aug 20	Rat
38873703	2024 Oct	Rat
38863821	2024 Jun 6	Rat
38860757	2024 Jun	Rat
38859891	2024 Jun	Rat
38858695	2024 Jun 10	Rat
38857679	2024 Oct 28	Rat
38856914	2024 Nov	Rat
38855061	2024 Sep	Rat
38851098	2024 Aug	Rat
38850105	2024 Aug 26	Rat
38846937	2024	Rat
38832987	2024 Nov	Rat
38831839	2024 May 30	Rat
38828289	2024 Jun 15	Rat
38828010	2024 Jun	Rat
38820587	2024 Sep	Rat
38818117	2024 May	Rat
38817242	2024 May	Rat
38815684	2024 Jul 15	Rat
38813293	2024 Apr	Rat
38808885	2024	Rat
38803575	2024	Rat
38794200	2024 May 14	Rat
38790015	2024 May 24	Rat
38787325	2025 Apr	Rat
38786602	2024 May 6	Rat
38785813	2024 May 10	Rat
38785157	2024 Jul	Rat
38783531	2024	Rat
38781739	2024 Jul	Rat
38779982	2024 Oct	Rat
38775854	2024 Oct	Rat
38774694	2024 Mar	Rat
38770333	2024 May 30	Rat
38766865	2024 Jul	Rat
38765877	2024	Rat
38759937	2024 Jun	Rat
38759289	2024 Jun	Rat
38754271	2024 Jul	Rat
38749277	2024 Aug	Rat
38749179	2024 Jun	Rat
38746339	2024 May 5	Rat
38734758	2025 Jun	Rat
38733647	2024 Jul	Rat
38727800	2024 Jul	Rat
38725009	2024 May 9	Rat
38724958	2024 May 9	Rat
38723559	2024 Aug 1	Rat
38720613	2024 Nov	Rat
38719877	2024 May 8	Rat
38718891	2024 Sep 15	Rat
38718039	2024	Rat
38714267	2024 Jun	Rat
38704731	2024 Jul	Rat
38699012	2024 May 15	Rat
38697463	2024 Jun 7	Rat
38696450	2024	Rat
38695125	2024 Jul	Rat
38694911	2024	Rat
38690715	2024 May 15	Rat
38686488	2024 May	Rat
38677194	2024	Rat
38669084	2024 Jun 5	Rat
38661437	2024 Apr	Rat
38655014	2024 Jun	Rat
38649157	2024 May 1	Rat
38642879	2024 Jul	Rat
38642183	2024 Apr 20	Rat
38641989	2024 Apr 20	Rat
38639180	2024 Jun	Rat
38636375	2024 May 30	Rat
38621329	2024 Jul	Rat
38613068	2024 Apr 2	Rat
38612839	2024 Apr 4	Rat
38608474	2024 May 10	Rat
38608288	2024 Apr 24	Rat
38607209	2025 Jan	Rat
38606875	2024 Nov	Rat
38604407	2024 May-Jun	Rat
38601200	2024 Mar	Rat
38593402	2024 Jun	Rat
38593124	2024	Rat
38589505	2024 Apr 8	Rat
38586591	2024 Mar	Rat
38582868	2024 Apr 6	Rat
38582335	2024 May	Rat
38581801	2024 Jun	Rat
38576477	2024	Rat
38573451	2024 Apr 15	Rat
38571919	2024	Rat
38570439	2024 Apr	Rat
38570055	2024 Jun 1	Rat
38565085	2024	Rat
38556837	2024 Jul	Rat
38555936	2024 Apr 1	Rat
38545904	2024 Jun	Rat
38542192	2024 Mar 12	Rat
38542132	2024 Mar 9	Rat
38530304	2024 Mar	Rat
38528611	2024 Mar 25	Rat
38525128	2024 Apr	Rat
38520211	2024 Apr	Rat
38520084	2024 May	Rat
38513723	2024 Apr 15	Rat
38509602	2024 Mar 20	Rat
38505310	2024 Jun	Rat
38501739	2025 Dec	Rat
38500321	2024 Mar 25	Rat
38493143	2024 Mar 16	Rat
38492655	2024 Jun	Rat
38490726	2024 May 1	Rat
38479156	2024 Apr 20	Rat
38476622	2024	Rat
38473759	2024 Feb 21	Rat
38472616	2024 Apr	Rat
38468339	2024 Mar 11	Rat
38457498	2024 Mar 8	Rat
38455098	2024 Feb 26	Rat
38447334	2024 Apr	Rat
38440110	2024 Apr	Rat
38434027	2024 Feb 29	Rat
38430015	2024 Feb 29	Rat
38429848	2024 Mar 1	Rat
38429394	2024 Mar 1	Rat
38421984	2024	Rat
38415250	2024	Rat
38412715	2024 Apr	Rat
38410163	2024	Rat
38410126	2024	Rat
38408417	2024 Mar 30	Rat
38403153	2024 Jun	Rat
38402426	2024 May	Rat
38397516	2024 Feb 9	Rat
38394066	2024 Jun	Rat
38387697	2024 Mar 15	Rat
38384986	2024 May	Rat
38381849	2024 Feb 21	Rat
38378085	2024 Apr	Rat
38375280	2024 Feb 29	Rat
38372204	2024 Apr	Rat
38371711	2024 Mar	Rat
38371277	2024 Feb	Rat
38368533	2024 Jul	Rat
38363424	2024 Feb 16	Rat
38353544	2024 Mar	Rat
38348943	2024 Mar	Rat
38347683	2024 Apr 2	Rat
38346525	2024 May 10	Rat
38346377	2024 Mar 10	Rat
38339087	2024 Feb 2	Rat
38338992	2024 Jan 30	Rat
38331303	2024 Apr	Rat
38328576	2023	Rat
38324802	2024	Rat
38317317	2025 Sep	Rat
38316633	2024 Jul	Rat
38315262	2024 Sep	Rat
38309612	2024 Mar 1	Rat
38309391	2024 Mar	Rat
38308345	2024 Feb 2	Rat
38305028	2024 Apr	Rat
38298665	2024 Jan 30	Rat
38291253	2024 Mar	Rat
38284729	2024	Rat
38284553	2024 Jan 12	Rat
38278314	2024 Feb 25	Rat
38274127	2024	Rat
38273750	2024 Jan	Rat
38269355	2024 Jan	Rat
38266947	2024 Apr 24	Rat
38266311	2024 Feb 26	Rat
38262159	2024 Feb 15	Rat
38262147	2024 Feb	Rat
38261743	2024 Jan 22	Rat
38260097	2023	Rat
38251222	2024 Oct	Rat
38245251	2024 Feb	Rat
38235309	2024 Apr	Rat
38226224	2024 Jan 15	Rat
38218854	2024 Jan 13	Rat
38218010	2024 Feb 15	Rat
38217024	2024 Jan 12	Rat
38213081	2024 Feb	Rat
38211480	2024 Feb 15	Rat
38206579	2024 Feb 2	Rat
38203768	2024 Jan 2	Rat
38200400	2024 Jul	Rat
38195597	2024 Jan 9	Rat
38194722	2024 Jan 8	Rat
38190096	2024 Apr	Rat
38187306	2024 Jan 15	Rat
38185787	2024 Apr	Rat
38183909	2024 Feb 15	Rat
38180634	2024 Feb	Rat
38174366	2024 Feb	Rat
38173866	2024 Feb	Rat
38173197	2025	Rat
38171734	2024	Rat
38166086	2024	Rat
38165554	2024 Jan 2	Rat
38164685	2024 Jan	Rat
38161708	2024 Jan	Rat
38159166	2024 Apr	Rat
38158473	2024 Jul	Rat
38153629	2023 Dec	Rat
38153253	2024 Apr 15	Rat
38146807	2024 May	Rat
38142643	2024 Jan 25	Rat
38137944	2023 Dec 15	Rat
38132929	2023 Nov 25	Rat
38129488	2023 Dec 21	Rat
38106771	2023 Nov	Rat
38105759	2024 Feb 1	Rat
38105181	2023 Dec 18	Rat
38102700	2023 Dec 15	Rat
38100656	2024 Jan 1	Rat
38095638	2023 Dec 13	Rat
38091638	2024 Jan	Rat
38072028	2024 Jan 18	Rat
38071492	2024 Apr	Rat
38070808	2024 Feb	Rat
38070625	2024 Feb	Rat
38070246	2024 Jan	Rat
38070024	2024 Aug	Rat
38064612	2024 Aug	Rat
38063098	2023 Nov 30	Rat
38060174	2024 Sep	Rat
38059300	2023 Jan-Dec	Rat
38055770	2023 Dec	Rat
38053342	2023 Dec	Rat
38047481	2024 May	Rat
38046818	2023	Rat
38046403	2023	Rat
38037367	2023 Dec 1	Rat
38035977	2024 Mar	Rat
38032278	2023 Nov 29	Rat
38024839	2023 Dec	Rat
38021454	2023	Rat
38017556	2023 Nov 28	Rat
38015926	2024 Feb 7	Rat
38012335	2024 Feb	Rat
38007064	2024 Jan	Rat
38004429	2023 Nov 6	Rat
38003530	2023 Nov 15	Rat
38002439	2023 Nov 15	Rat
38002386	2023 Oct 30	Rat
38001135	2023 Nov 24	Rat
37994991	2024 Feb	Rat
37993861	2023 Nov 22	Rat
37992540	2023 Dec	Rat
37988908	2024 Jan 5	Rat
37983852	2024 Jul	Rat
37978830	2025 Jun	Rat
37977262	2024 Jan	Rat
37975685	2023 Dec 12	Rat
37971469	2024 Aug	Rat
37962287	2024 Mar	Rat
37959383	2023 Nov 3	Rat
37958960	2023 Nov 5	Rat
37958526	2023 Oct 24	Rat
37952573	2023 Dec 15	Rat
37951197	2023 Dec	Rat
37943572	2024 Jan	Rat
37941009	2023 Nov 8	Rat
37935794	2023 Nov 7	Rat
37932746	2023 Nov 7	Rat
37921641	2023 Nov 13	Rat
37919852	2024 Jan	Rat
37915330	2023	Rat
37907921	2023 Oct 31	Rat
37892013	2023 Oct 12	Rat
37888448	2023 Sep 28	Rat
37881649	2023	Rat
37879949	2023 Oct 25	Rat
37878123	2023 Oct 25	Rat
37873552	2023	Rat
37872706	2025 Jun	Rat
37867223	2023 Nov	Rat
37867024	2023 Dec	Rat
37856220	2023 Nov 13	Rat
37855351	2024	Rat
37847690	2023	Rat
37842260	2023 Sep 30	Rat
37839112	2023 Dec	Rat
37837194	2025 Mar	Rat
37836657	2023 Sep 27	Rat
37832237	2023 Nov	Rat
37831115	2024 Apr	Rat
37820423	2023 Nov	Rat
37814350	2023 Oct 9	Rat
37803031	2023 Oct 6	Rat
37799879	2023 Oct	Rat
37795890	2023 Aug 31	Rat
37788390	2024 Jan	Rat
37782985	2023 Nov	Rat
37782061	2023 Sep 30	Rat
37770671	2024 Jun	Rat
37769389	2023 Nov	Rat
37762574	2023 Sep 19	Rat
37752608	2023 Sep 27	Rat
37751010	2023 Nov	Rat
37750185	2024 Jan	Rat
37750171	2023	Rat
37749722	2023 Apr 5	Rat
37749650	2023 Sep 25	Rat
37748407	2023 Nov	Rat
40226424	2023	Rat
37744252	2023	Rat
37741535	2023 Oct 1	Rat
37741491	2023 Nov 15	Rat
37736726	2023 Sep 22	Rat
37735385	2023 Sep 21	Rat
37731960	2023 Oct	Rat
37731080	2024 Mar	Rat
37729727	2023 Nov	Rat
37727896	2024 Jul	Rat
37725260	2023 Dec	Rat
37723593	2023 Sep 18	Rat
37718444	2023 Sep 18	Rat
37697034	2023 Sep 11	Rat
37691947	2023	Rat
37691117	2023 Sep 11	Rat
37691099	2023 Sep 11	Rat
37690040	2023	Rat
37688977	2023 Nov	Rat
37686806	2023 Aug 29	Rat
37686412	2023 Sep 2	Rat
37686220	2023 Aug 29	Rat
37683603	2023 Sep 7	Rat
37679986	2023 Oct	Rat
37679780	2023 Sep 8	Rat
37674829	2023 Sep	Rat
37664703	2023 Aug	Rat
37663478	2023 Aug 29	Rat
37662752	2023 Sep	Rat
37659033	2024 Sep	Rat
37657261	2023 Oct	Rat
37655800	2024 Dec	Rat
37647773	2023 Oct	Rat
37635810	2023 Jul	Rat
37635149	2023 Dec	Rat
37634474	2023 Oct	Rat
37632225	2023 Nov	Rat
37631386	2023 Aug 21	Rat
37630779	2023 Aug 16	Rat
37627540	2023 Aug 2	Rat
37620972	2023 Aug 24	Rat
37585914	2023	Rat
37579836	2023 Nov 1	Rat
37573656	2023 Oct	Rat
37566306	2024 Feb	Rat
37562758	2023 Dec	Rat
37561757	2023	Rat
37560412	2023 Sep	Rat
37560389	2023 Sep	Rat
37560235	2023	Rat
37560208	2023	Rat
37553918	2023 Aug	Rat
37545537	2023	Rat
37544583	2023 Dec	Rat
37534667	2024 Apr	Rat
37527970	2023 Nov	Rat
37526734	2023 Oct	Rat
37524209	2023 Sep	Rat
37520829	2023	Rat
37517294	2023 Sep	Rat
37516370	2023 Nov 1	Rat
37511425	2023 Jul 19	Rat
37508874	2023 Jul 17	Rat
37501011	2024 Jun	Rat
37492542	2023 Mar 30	Rat
37491820	2024 Sep	Rat
37485568	2023 Dec	Rat
37476067	2023 Jul	Rat
37458470	2023 Jun 30	Rat
37457883	2023 Jul	Rat
37454204	2023 Jul 15	Rat
37450265	2023 Jun	Rat
37445948	2023 Jun 28	Rat
37439514	2023 Jul 25	Rat
37423522	2023 Aug 15	Rat
37422468	2023 Jul 8	Rat
37418791	2023 Sep	Rat
37414224	2023 Aug 24	Rat
37403239	2023 Oct 5	Rat
37400752	2023 Jul 3	Rat
37400744	2023 Jul 4	Rat
37399606	2023 Sep	Rat
37390363	2023 Nov 1	Rat
37386638	2023 Jun 29	Rat
40226396	2023	Rat
37380363	2023 Oct	Rat
37361231	2023	Rat
37354697	2023 Sep	Rat
37353141	2023 Oct	Rat
37352198	2023	Rat
37351173	2023	Rat
37348266	2023 Aug	Rat
37345716	2023 Sep	Rat
37337188	2023 Jun 19	Rat
37321426	2023 Dec 5	Rat
37319312	2023 Jun	Rat
37318254	2023 May 19	Rat
37311826	2023 Jun 13	Rat
37310645	2023 Oct	Rat
37308383	2023 Nov	Rat
37295640	2023 Jul 27	Rat
37295627	2023 Sep 1	Rat
37295026	2023 Aug	Rat
37293534	2023 Jul	Rat
37293378	2023 Jun	Rat
37272023	2023 May-Aug	Rat
37262955	2023 Jul	Rat
37259405	2023 Feb 8	Rat
37257711	2023 Oct 28	Rat
37257556	2023 Oct	Rat
37249758	2024 Apr	Rat
37249374	2023 Jul	Rat
37249294	2023 May	Rat
37245297	2023 Jul	Rat
37242647	2023 May 4	Rat
37240401	2023 May 21	Rat
37237380	2023 May 26	Rat
37226203	2023 May 24	Rat
37224433	2024 Jan	Rat
37220632	2023	Rat
37209629	2023 Aug	Rat
37195554	2023 Apr	Rat
37184045	2024 May	Rat
37182456	2023 Jul	Rat
37182095	2023 May 19	Rat
37172359	2023 Sep 5	Rat
37169906	2023 May 11	Rat
37169474	2023 Jun	Rat
37168259	2023	Rat
37156857	2023 May 8	Rat
37156309	2023 Jun 10	Rat
37153081	2023	Rat
37151687	2023 Apr	Rat
37150265	2023 Jul	Rat
37149963	2023 Jul	Rat
37149084	2023 Jul 1	Rat
37132371	2023 Dec	Rat
37132309	2024	Rat
37131836	2023 Apr 21	Rat
37128287	2023 Jun	Rat
37123896	2023 Apr	Rat
37121542	2023 Jul 1	Rat
37118669	2023 Apr 28	Rat
37111757	2023 Apr 18	Rat
37108239	2023 Apr 11	Rat
37104199	2023 Apr 1	Rat
37091797	2023	Rat
37087870	2023 Jun	Rat
37087680	2023 Nov	Rat
37087677	2023 Nov	Rat
37086007	2024 Jun	Rat
37081089	2023 Apr 20	Rat
37079955	2023 Jun 11	Rat
37079558	2023	Rat
37072059	2023 Jun 15	Rat
37069673	2023 Apr 17	Rat
37066028	2023 Mar 31	Rat
37062041	2023 Aug	Rat
37058811	2023 Jun	Rat
37055831	2023 Apr 13	Rat
37050907	2023	Rat
37044295	2023 Aug	Rat
37044038	2023 Jun	Rat
37036864	2023	Rat
37035017	2023	Rat
37031825	2023 Jul 15	Rat
37030192	2023 Jun	Rat
37024468	2023 Apr 6	Rat
37021698	2023 Jul	Rat
37021209	2023 Apr	Rat
37021049	2023	Rat
37020714	2023	Rat
37019002	2023 Aug 5	Rat
36989423	2023 Apr 11	Rat
36986590	2023 Feb 22	Rat
36986147	2023 Mar 15	Rat
36984837	2023 Mar 8	Rat
36959872	2023	Rat
36959767	2023 Nov	Rat
36959556	2023 Mar 23	Rat
36948080	2023 Jun	Rat
36947594	2023 Mar 22	Rat
36942811	2022 Oct	Rat
36941805	2023 Sep	Rat
36935520	2023 May	Rat
36933489	2023 May	Rat
36933487	2023 May	Rat
36931471	2023 Apr	Rat
36931029	2023 May	Rat
36925544	2023 Mar	Rat
36925039	2023 May	Rat
36924682	2023 Jun	Rat
36921676	2023 May	Rat
36902256	2023 Mar 2	Rat
36895628	2023	Rat
36893673	2023 May	Rat
36881321	2023 Nov	Rat
36880168	2023 Jul	Rat
36875052	2023 Aug	Rat
36871986	2023 Feb	Rat
36864518	2023 Mar 2	Rat
36862227	2023 Apr	Rat
36845968	2023	Rat
36839155	2023 Feb 4	Rat
36835852	2023 Feb 7	Rat
36834951	2023 Feb 10	Rat
36828196	2023 Jun 12	Rat
36828166	2023 Apr 1	Rat
36815042	2023 Jan	Rat
36809823	2023 May 23	Rat
36809635	2023 Jun	Rat
36806301	2023 Jun	Rat
36804901	2023 Apr 1	Rat
36804438	2023 Feb 20	Rat
36803799	2023 Feb 17	Rat
36794279	2023	Rat
36793188	2023 May 2	Rat
36788469	2023 Jun	Rat
36769097	2023 Feb 1	Rat
36760992	2023	Rat
36757520	2023 Feb 9	Rat
36752698	2023 Jun	Rat
36748885	2023 Apr	Rat
36738173	2023 Apr	Rat
36737044	2023 Apr	Rat
36731815	2023 Apr	Rat
36722313	2023 Feb	Rat
36721094	2023 Jan 31	Rat
36719872	2023	Rat
36701776	2022 Nov	Rat
36700279	2023	Rat
36694467	2022 Jun	Rat
36693558	2023 May	Rat
36685080	2023 Jan	Rat
36681186	2023 Mar 1	Rat
36657317	2023 Mar	Rat
36650622	2023	Rat
36645043	2023 Feb	Rat
36635774	2023 Jan 12	Rat
36634591	2023 Mar	Rat
36630614	2023 Jan 25	Rat
36628407	2023 Mar	Rat
36603515	2023 Mar	Rat
36596433	2023 Mar 1	Rat
36592973	2023 Dec	Rat
36589821	2022	Rat
36584922	2023 Apr 6	Rat
36584762	2023 Jan 15	Rat
36582221	2022	Rat
36578323	2022	Rat
36565467	2023 Feb 17	Rat
36562983	2023 Feb	Rat
36561496	2022 Dec	Rat
36561044	2022	Rat
36552848	2022 Dec 16	Rat
36552791	2022 Dec 13	Rat
36552524	2022 Nov 23	Rat
36545287	2022	Rat
36538851	2023 Jan	Rat
36536500	2022 Dec	Rat
36527878	2023 Jan	Rat
36527845	2023 Feb	Rat
36523496	2022	Rat
36523183	2022 Sep-Dec	Rat
36516695	2023 Feb	Rat
36515017	2023	Rat
36514784	2023 Mar	Rat
36512848	2023 Jan 15	Rat
36510338	2023 Jan-Dec	Rat
36508923	2023 Jan	Rat
36508695	2022 Jan-Dec	Rat
36506533	2022	Rat
36500713	2022 Dec 6	Rat
36480128	2023 Apr	Rat
36473675	2023 Mar	Rat
36473007	2022	Rat
36466156	2022	Rat
36461366	2022 Dec	Rat
36459007	2022 Nov	Rat
36458900	2023 Jan-Dec	Rat
36451121	2022 Dec 1	Rat
36440749	2022 Nov 26	Rat
36439850	2022	Rat
36439689	2022	Rat
36439631	2023 Jan	Rat
36437587	2023 Feb	Rat
36435414	2023 Feb	Rat
36428240	2022 Dec	Rat
36427113	2023 Feb	Rat
36424837	2022 Apr	Rat
36414669	2022 Nov 21	Rat
36414226	2023 Jun	Rat
36413378	2022 Dec	Rat
36409758	2022	Rat
36403512	2023 Jan	Rat
36401840	2023 Feb	Rat
36400827	2022 Nov 18	Rat
36396777	2023 Apr	Rat
36387933	2022	Rat
36386489	2022 Oct	Rat
36386227	2022	Rat
36384557	2022 Nov 16	Rat
36378992	2022 Dec 5	Rat
36377077	2022 Dec	Rat
36370754	2022 Dec	Rat
36369759	2022 Dec	Rat
36367487	2022 Dec 5	Rat
36364138	2022 Oct 27	Rat
36359341	2022 Nov 5	Rat
36358921	2022 Oct 26	Rat
36357655	2023 Aug	Rat
36357568	2022 Nov	Rat
36355304	2023	Rat
36354073	2023 Feb	Rat
36348189	2023 Apr	Rat
36346829	2022 Nov	Rat
36345305	2022	Rat
36344944	2022 Nov 7	Rat
36342311	2022 Nov	Rat
36334016	2023 Mar	Rat
36331571	2023 Jan	Rat
36321414	2023 Feb	Rat
36318796	2023 Oct	Rat
36318110	2023 Mar	Rat
36312551	2022	Rat
36311191	2022 Oct	Rat
36310623	2022	Rat
36310024	2023 Aug 30	Rat
36306560	2022 Dec	Rat
36282841	2022	Rat
36277163	2022 Nov	Rat
36276424	2022 Oct	Rat
36274486	2022 Dec	Rat
36272490	2023 Jan 30	Rat
36271317	2022 Dec	Rat
36270478	2023 Feb	Rat
36267713	2022 Sep	Rat
36262297	2022 Oct	Rat
36252481	2022 Dec	Rat
36241137	2023 Jan	Rat
36241136	2023 Feb	Rat
36238561	2022	Rat
36235621	2022 Sep 24	Rat
36231135	2022 Oct 10	Rat
36229661	2022 Oct	Rat
36224572	2022 Oct 12	Rat
36224488	2023 Jan	Rat
36212013	2022 Oct	Rat
36206595	2022 Dec 3	Rat
36203618	2022	Rat
36202189	2022 Nov 15	Rat
36201235	2023 Jan	Rat
36196448	2022 Dec	Rat
36187764	2022	Rat
36178080	2022 Nov	Rat
36173680	2022 Nov 8	Rat
36167718	2022 Sep 27	Rat
36158318	2022 Oct	Rat
36145560	2022 Aug 29	Rat
36145533	2022 Aug 26	Rat
36138477	2022 Sep 23	Rat
36133743	2022	Rat
36127685	2022 Sep 20	Rat
36120586	2022	Rat
36114576	2022 Sep 16	Rat
36105068	2022	Rat
36102306	2022 Nov	Rat
36097281	2022 Sep 12	Rat
36093744	2023 Feb	Rat
36084724	2022 Oct 1	Rat
36081528	2022 Aug	Rat
36078172	2022 Sep 5	Rat
36077161	2022 Aug 28	Rat
36066338	2022 Sep	Rat
36065971	2022 Sep 6	Rat
36064420	2022 Sep 5	Rat
36064070	2022 Oct	Rat
36059019	2022 Dec	Rat
36058911	2022 Sep 4	Rat
36056857	2023	Rat
36056701	2022 Oct 3	Rat
36052873	2023 Feb	Rat
36046946	2022 Dec	Rat
36041665	2022 Nov	Rat
36034791	2022	Rat
36030058	2022 Nov	Rat
36017131	2022	Rat
36012474	2022 Aug 16	Rat
36001206	2023 Mar	Rat
36000146	2022 Aug	Rat
35994920	2022 Oct	Rat
35992559	2022	Rat
35978504	2022 Sep	Rat
35968240	2022	Rat
35966730	2022	Rat
35966099	2022	Rat
35965964	2022	Rat
35964457	2022 Oct	Rat
35962723	2022 Nov	Rat
35962465	2023 Jan	Rat
35961266	2022 Oct	Rat
35958905	2022	Rat
35956346	2022 Aug 1	Rat
35953031	2023 May	Rat
35943688	2022 Dec	Rat
35937624	2022 Aug	Rat
35935815	2022	Rat
35933783	2022 Oct	Rat
35932105	2022 Jul-Sep	Rat
35923173	2022 Jan-Dec	Rat
35917632	2022 Aug	Rat
35910845	2022	Rat
35910349	2022	Rat
35903181	2022	Rat
35902802	2022 Jul 28	Rat
35900969	2022	Rat
35894841	2022 Sep	Rat
35887046	2022 Jul 12	Rat
35883610	2022 Jul 11	Rat
35878435	2022 Oct	Rat
35876037	2022 Oct	Rat
35873632	2022	Rat
35868770	2022 Oct 15	Rat
35866931	2022 Oct	Rat
35866183	2022 Jul-Sep	Rat
35866033	2022	Rat
35865531	2022	Rat
35863592	2022 Aug 25	Rat
35848848	2022 Nov	Rat
35847580	2022	Rat
35843877	2022 Aug	Rat
35843479	2022 Oct	Rat
35842727	2022 Jul 16	Rat
35842709	2022 Jul 16	Rat
35837136	2022 Jul 8	Rat
35837034	2022 Aug	Rat
35837029	2022 Aug	Rat
35836795	2022	Rat
35834942	2022 Aug	Rat
35818290	2022 Jul-Sep	Rat
35818257	2022 Feb 4	Rat
35818191	2022 Feb 27	Rat
35815581	2022 Dec	Rat
35815270	2022	Rat
35807786	2022 Jun 23	Rat
35806272	2022 Jun 30	Rat
35802196	2022 Jul 8	Rat
35801691	2022 Aug 8	Rat
35797941	2022 Sep	Rat
35787089	2022 Jul	Rat
35784155	2022 Jul	Rat
35779774	2022 Sep 1	Rat
35775127	2022 Aug	Rat
35768581	2022 Jun 29	Rat
35765090	2022 Jun 28	Rat
35764040	2022 Aug	Rat
35757507	2022	Rat
35749420	2022	Rat
35747360	2022 Jul	Rat
35740105	2022 Jun 20	Rat
35734099	2022	Rat
35732230	2022 Aug 15	Rat
35731315	2022 Dec	Rat
35730575	2022 Jul 15	Rat
35726637	2022 Aug	Rat
35726537	2022 Jun 21	Rat
35726138	2022 Sep	Rat
35725994	2023 Apr	Rat
35725167	2022 Sep 15	Rat
35722355	2022 May	Rat
35720033	2022	Rat
35710352	2022 Jun 16	Rat
35697129	2022 Aug	Rat
35687708	2022 Sep	Rat
35685668	2022	Rat
35668932	2022	Rat
35662715	2022	Rat
35660867	2022 Jul	Rat
35657996	2022 Jun	Rat
35643339	2022 Aug	Rat
35640164	2023 Jan 26	Rat
35618240	2022 Sep	Rat
35615665	2022	Rat
35614438	2022 May 25	Rat
35600853	2022	Rat
35588619	2022 Jul 1	Rat
35588576	2022 Jul	Rat
35588172	2022 Jun	Rat
35586367	2022	Rat
35585627	2022 May 18	Rat
35585042	2022 May 18	Rat
35581507	2022 Jul	Rat
35580540	2022 Jul 23	Rat
35576828	2022 Jul 1	Rat
35573252	2022	Rat
35573148	2022 Apr	Rat
35550528	2022 Jul	Rat
35549743	2022 Apr-Jun	Rat
35526013	2022 May 7	Rat
35513247	2022 Aug	Rat
35512418	2022 Jun	Rat
35509713	2022	Rat
35496642	2022 Jun	Rat
35488739	2023 Feb	Rat
35488245	2022 Apr 29	Rat
35473339	2022 Apr	Rat
35472612	2022 Aug	Rat
35466632	2022 Jan-Mar	Rat
35466627	2022 Jan-Mar	Rat
35461155	2022 Aug	Rat
35457176	2022 Apr 14	Rat
35447200	2022 Aug 10	Rat
35438034	2022 Apr-Jun	Rat
35436417	2022 Apr	Rat
35433786	2022	Rat
35421437	2022 Jun	Rat
35420503	2022 Apr	Rat
35410202	2022 Apr 11	Rat
35409085	2022 Mar 28	Rat
35406100	2022 Apr 2	Rat
35405969	2022 Mar 24	Rat
35405347	2022 Jul	Rat
35404511	2022 Jun	Rat
35400478	2022 Jun 1	Rat
35390446	2022 Jun 15	Rat
35387326	2022	Rat
35385163	2022 Jul	Rat
35382556	2022 Apr	Rat
35378415	2022 Jun	Rat
35378300	2022 May	Rat
35365233	2022 Apr 1	Rat
35363484	2022 Apr 13	Rat
35362116	2022 Jun	Rat
35356271	2022	Rat
35354886	2022 Mar 30	Rat
35353555	2022 Apr	Rat
35348136	2022 May 4	Rat
35337368	2022 Mar 25	Rat
35330945	2022 Mar	Rat
35326137	2022 Feb 28	Rat
35322732	2022 Nov	Rat
35320827	2022 Apr	Rat
35318491	2022 Jun	Rat
35318234	2022 Mar 22	Rat
35312120	2022 May	Rat
35311424	2022 Nov	Rat
35309149	2022	Rat
35306352	2022 Mar	Rat
35305656	2022 Mar 19	Rat
35300071	2022	Rat
35297314	2022 Apr	Rat
35289131	2022 Aug	Rat
35285977	2022 Dec	Rat
35284738	2022 Mar 8	Rat
35281931	2022	Rat
35259418	2022 May	Rat
35256711	2022 Mar 7	Rat
35256585	2022 Mar 7	Rat
35255737	2022 Jan-Mar	Rat
35253089	2022 May	Rat
35246217	2022 Mar 4	Rat
35242868	2022 Jan	Rat
35240891	2022 Jan-Dec	Rat
35235465	2022 Apr	Rat
35235416	2022 Mar	Rat
35227974	2022 Jun	Rat
35226093	2022 Feb 28	Rat
35223983	2021	Rat
35218985	2022 May	Rat
35213812	2022 Jan-Dec	Rat
